Name,Volume,Ask Size,Ask Price,Bid Size,Bid Price,Last Price,Shares Matched,Shares Routed
EYES,126,100,50.20,100,10.59,27.15,126,0
BNDY,121,160,26.87,320,23.74,25.09,121,0
GAPR,121,100,76.70,100,16.19,41.83,121,0
IBMW,121,100,38.75,310,22.29,25.32,121,0
FDND,120,100,32.60,100,12.39,21.43,120,0
HALX,120,100,45.87,3,23.33,25.58,120,0
GFEB,119,100,81.03,100,17.09,44.16,119,0
LCOW,119,100,47.33,100,9.99,25.79,119,0
BBIB,115,100,149.24,310,94.45,97.52,115,0
AV,113,100,54.35,100,11.47,29.63,113,0
JULH,112,100,45.65,100,9.64,24.90,112,0
MOTI,112,100,45.97,100,24.80,34.29,112,0
SIXD,111,100,49.24,100,14.67,30.92,111,0
ASTT,110,100,66.49,223,35.05,35.83,110,0
HYGM,110,100,37.76,100,14.45,24.72,110,0
FB,108,100,58.37,48,40.00,44.48,108,0
MDPL,108,100,47.78,100,10.09,25.99,108,0
GNOV,107,100,76.93,100,16.23,41.94,107,0
LBO,107,100,45.27,100,16.58,24.71,107,0
SCOW,107,100,40.40,100,8.53,22.00,107,0
BAPR,106,100,98.08,100,20.69,53.41,106,0
BRKW,106,100,50.22,1,39.50,40.13,106,0
IPAV,105,100,58.98,100,12.44,32.15,105,0
TSEU,105,500,17.97,100,6.82,17.99,105,0
CTIF,104,100,79.88,100,30.33,52.07,104,0
IDMY,104,100,46.15,100,9.75,25.35,104,0
MVFD,104,3,29.91,100,11.55,29.77,104,0
BUFH,103,190,22.89,370,20.22,21.40,103,0
COMD,103,100,47.82,100,10.11,26.08,103,0
DSEP,103,100,63.90,100,18.46,47.62,103,0
ISBG,103,100,21.49,1,11.42,11.81,103,0
CGOV,102,100,34.39,100,17.12,25.07,102,0
FLXN,102,100,38.22,310,21.93,25.00,102,0
MART,102,100,77.24,100,16.30,42.03,102,0
PWS,102,100,60.35,100,12.74,32.86,2,100
UNX,102,500,50.38,500,48.43,50.50,102,0
XDQQ,102,100,53.82,100,15.54,40.18,35,67
XLFX,102,100,53.83,3,27.00,29.56,102,0
CBXY,101,249,22.04,100,12.87,22.00,101,0
CMAY,101,100,46.79,100,9.98,24.85,101,0
FFLV,101,100,51.31,100,10.83,28.00,101,0
GDMA,101,100,53.90,100,16.58,41.89,101,0
JULC,101,100,46.24,100,9.76,25.30,101,0
LATR,101,100,51.02,100,10.77,28.02,101,0
MILK,101,100,45.14,310,21.53,24.56,101,0
MINN,101,100,41.20,1100,22.39,22.44,101,0
QQJN,101,100,45.47,100,9.60,24.80,101,0
SCNM,101,100,33.35,100,17.82,25.13,101,0
SCSB,101,310,27.87,310,21.87,24.88,101,0
SMCC,101,100,41.46,411,22.34,23.90,101,0
TEND,101,100,43.55,100,12.93,27.37,101,0
XIJN,101,100,56.27,100,11.88,30.68,101,0
XNOV,101,100,48.74,100,15.40,39.65,101,0
AAPR,100,100,54.21,100,11.44,29.57,100,0
APPC,100,100,65.19,100,13.96,34.36,100,0
APRZ,100,100,73.53,100,15.51,39.93,100,0
BNOV,100,1209,49.99,100,18.59,47.97,100,0
CIVG,100,100,34.38,100,17.11,25.08,100,0
COIX,100,100,63.43,291,34.33,34.97,100,0
CUST,100,100,34.43,100,17.14,25.07,100,0
FBX,100,100,55.43,340,29.39,29.49,100,0
FLXI,100,100,75.37,310,46.23,49.26,100,0
JANP,100,100,63.99,100,13.51,34.86,100,0
PVEX,100,100,56.31,100,11.89,30.72,100,0
QFRD,100,100,52.03,100,10.98,28.38,100,0
QMFE,100,100,37.06,100,14.08,24.24,100,0
SQMX,100,100,62.85,100,13.27,34.27,100,0
TESC,100,100,55.56,273,29.90,30.33,100,0
TWSC,100,100,49.86,100,10.52,27.26,100,0
XTJL,100,100,55.25,100,15.95,41.17,100,0
AMZP,98,100,34.30,4,25.00,26.99,98,0
SCJL,98,100,46.02,100,9.72,25.03,98,0
QBQF,96,100,47.49,100,10.03,25.88,96,0
SNPG,93,100,109.58,100,23.66,59.74,93,0
CBOT,90,100,47.67,100,19.69,26.05,90,0
WTLS,88,100,111.16,2,56.00,60.59,88,0
PINC,87,100,76.66,100,29.27,50.09,87,0
CNAV,82,100,80.36,100,28.52,44.27,82,0
DINT,79,100,53.65,100,11.32,29.35,79,0
XIWC,79,100,48.97,100,10.40,26.54,79,0
FPSX,77,900,8.99,900,8.38,8.54,77,0
XDAT,76,100,46.53,100,9.82,25.25,76,0
CABZ,74,100,42.82,100,15.50,23.50,74,0
GSEE,72,100,127.77,2,51.01,69.41,72,0
APRP,69,100,59.93,100,12.65,32.66,69,0
ATTR,69,100,173.23,100,36.54,94.45,69,0
BITK,67,6,12.00,1,9.50,9.85,67,0
TMDV,67,100,95.25,100,20.09,51.82,67,0
NDOW,66,100,54.21,100,11.44,29.47,66,0
OSSL,64,100,27.06,100,5.72,13.99,64,0
EAOK,63,100,51.89,100,10.95,28.28,63,0
UXOC,63,100,72.26,100,15.25,39.37,63,0
CBTO,51,100,30.19,100,11.53,19.71,51,0
AMAA,50,100,52.28,355,28.16,28.17,50,0
ESG,50,100,217.87,100,135.96,176.67,50,0
FEBT,47,100,55.37,100,15.98,41.22,47,0
NLSI,46,1,53.33,3,47.00,52.18,46,0
SAUG,45,100,51.09,100,10.79,27.87,45,0
FJAN,44,100,58.96,100,51.82,55.30,44,0
AAUA,43,100,105.28,100,22.21,57.22,43,0
TBJL,43,100,35.68,310,16.46,19.42,43,0
UFOD,43,100,46.97,5,22.00,25.32,43,0
MOTG,40,100,59.24,100,22.50,38.82,40,0
PJUS,40,100,94.59,100,19.95,51.67,40,0
JXX,37,100,58.87,100,12.42,31.94,37,0
MAGO,37,100,41.30,100,8.79,22.50,37,0
ISSB,36,100,31.78,6,16.66,17.16,36,0
RMBC,36,100,35.80,100,7.63,21.44,36,0
AUGU,35,100,58.46,100,12.34,31.81,35,0
GJAN,35,100,52.54,100,37.12,45.16,35,0
AVAZ,34,200,9.02,200,8.76,8.70,34,0
TOS,34,100,54.69,100,11.54,29.80,34,0
DECZ,32,100,79.71,100,16.81,43.37,32,0
SPBX,32,100,53.70,100,11.34,29.23,32,0
ENTL,30,700,10.29,9,8.67,8.86,30,0
ABLD,29,100,55.43,100,11.70,30.18,29,0
EGUS,29,100,107.37,100,22.65,57.70,29,0
BABW,28,845,19.72,424,18.79,19.16,28,0
EHCC,28,100,34.96,100,7.38,19.36,28,0
TRTY,28,100,37.66,25,30.10,30.46,28,0
TSYW,28,100,44.50,1,43.51,43.74,28,0
APHG,27,500,16.88,500,16.06,16.52,27,0
DIPR,26,100,48.32,5,25.41,25.77,26,0
PIPE,26,100,54.40,100,11.48,29.56,25,1
SMAY,25,100,52.07,100,10.99,28.36,25,0
HAUS,24,100,35.18,9,16.51,19.14,24,0
CBOJ,23,100,31.93,100,17.92,23.64,23,0
HJUN,23,100,46.01,100,9.71,25.06,23,0
SEPT,23,100,69.16,100,14.68,37.65,23,0
SPCZ,23,100,47.89,100,10.11,26.00,23,0
NFEB,22,100,55.56,100,11.72,30.29,22,0
VOOX,22,100,30.62,100,15.50,25.00,22,0
GNMX,21,100,59.38,100,12.53,32.91,21,0
KJAN,21,100,61.37,100,17.72,45.69,21,0
BAMO,19,100,63.70,100,13.44,34.68,19,0
MARM,19,100,62.78,100,13.25,34.22,19,0
XDEC,19,100,52.77,100,16.85,42.91,19,0
XOEX,19,100,75.00,100,15.82,40.82,19,0
GTOS,18,100,38.23,400,24.85,24.98,18,0
MSTQ,18,100,71.91,100,15.17,39.22,18,0
MAYZ,17,100,66.51,100,14.03,36.21,17,0
FCTR,16,100,62.53,100,23.74,40.60,16,0
FFGX,16,100,64.14,100,13.54,34.80,16,0
WDIG,16,21,42.78,100,16.60,42.95,16,0
LIMI,15,100,79.61,100,18.68,48.14,15,0
MVAL,15,100,68.24,100,14.53,36.93,15,0
XLVX,15,100,55.94,100,23.76,30.65,11,4
ARKT,14,100,35.67,100,7.53,19.49,14,0
DDTD,14,100,37.38,100,7.89,20.43,14,0
CBIL,13,100,34.33,100,17.11,25.05,13,0
KONG,13,100,57.94,100,12.23,31.54,13,0
UAPR,13,100,47.30,100,13.64,35.26,13,0
BUFX,12,100,40.76,100,8.61,22.32,12,0
CBOO,12,100,37.50,100,14.35,24.55,12,0
FEBZ,12,100,73.61,100,15.69,40.43,12,0
GAUG,12,100,76.29,100,16.48,41.58,12,0
PMAU,12,100,48.92,100,10.33,26.73,12,0
QIG,12,100,67.90,100,32.07,44.32,12,0
XTAI,12,100,44.63,1,23.00,24.20,12,0
BBSB,11,100,180.23,310,95.07,98.12,11,0
CAMC,11,100,31.16,1,15.50,20.18,11,0
PMSE,11,100,48.36,100,10.21,26.43,11,0
SEPZ,11,100,83.76,100,17.67,45.58,11,0
APRJ,10,100,45.49,100,9.60,24.76,10,0
JULB,10,100,50.75,100,10.71,27.67,10,0
MMAX,10,100,34.81,100,10.67,27.15,10,0
NSEP,10,100,57.37,100,12.11,31.28,10,0
RKX,10,100,41.34,100,16.64,22.95,10,0
SFEB,10,100,48.26,100,10.19,26.25,10,0
SPLS,10,100,99.92,100,34.04,54.41,10,0
TJAN,10,100,51.75,100,10.92,28.28,10,0
AJUL,9,100,55.27,100,11.66,30.11,9,0
DECM,9,100,51.65,100,19.62,33.82,9,0
DECW,9,100,47.97,100,13.86,35.78,9,0
FEBW,9,100,47.83,100,31.66,35.67,9,0
OCTM,9,100,61.81,100,13.04,33.70,9,0
CJUN,8,100,45.93,100,9.69,25.08,8,0
DNOV,8,100,94.55,100,37.62,51.50,8,0
FHDG,8,100,66.73,100,14.08,36.37,8,0
JULM,8,100,63.63,100,13.43,34.68,8,0
PBL,8,100,61.26,100,12.96,33.40,8,0
PSFO,8,100,63.82,100,13.47,34.88,8,0
PTEU,8,100,45.27,100,13.06,33.74,8,0
XAUG,8,100,71.89,100,15.17,39.26,8,0
XTJA,8,100,62.74,100,13.24,34.21,8,0
DHDG,7,100,67.43,100,14.23,36.72,7,0
HELX,7,10,41.75,100,30.93,41.17,7,0
PMAP,7,100,50.13,100,10.58,27.27,7,0
QBUL,7,100,44.32,100,9.47,24.22,7,0
STLR,7,100,24.48,100,23.89,23.99,7,0
DDFM,6,100,36.32,100,7.67,19.84,6,0
LDDR,6,100,143.96,1,78.16,78.41,6,0
PSCX,6,100,60.12,100,12.68,32.63,6,0
ABXB,5,100,35.47,310,16.28,19.32,5,0
BEC,5,100,49.50,100,10.57,27.92,5,0
BFLB,5,100,100.25,100,21.15,54.59,5,0
CMAG,5,100,25.50,100,9.64,24.22,5,0
GFSG,5,900,9.02,900,8.16,8.53,5,0
INTM,5,100,96.12,100,20.28,52.31,5,0
LIFT,5,100,42.94,100,9.06,23.27,5,0
NVC,5,100,45.83,393,24.14,24.37,5,0
ROMO,5,100,62.51,100,13.20,34.11,5,0
SNPD,5,100,55.13,1,29.04,30.17,5,0
TAPR,5,100,48.65,100,10.29,26.48,5,0
ARLU,4,100,58.84,100,12.42,30.44,4,0
BUYZ,4,100,64.87,100,13.85,35.24,4,0
DDFN,4,100,36.97,100,7.96,20.17,4,0
DDTF,4,100,37.22,100,7.86,20.33,4,0
DDTO,4,100,42.23,100,8.92,22.94,4,0
HMAY,4,100,46.31,100,9.78,25.16,4,0
KMAR,4,100,59.09,100,12.47,32.19,4,0
MSIX,4,100,54.26,100,11.45,28.37,4,0
QJL,4,100,46.04,100,9.72,25.10,4,0
UNOV,4,100,54.13,100,15.68,40.25,4,0
XLUX,4,100,49.07,100,10.34,26.77,4,0
ACSI,3,100,138.38,100,29.19,75.44,3,0
BAMY,3,100,50.64,100,10.68,27.54,3,0
CHNL,3,100,18.81,100,18.35,18.04,3,0
JUNT,3,100,47.77,100,14.93,37.89,3,0
KNOW,3,100,23.82,100,9.93,13.06,3,0
LADM,3,100,59.06,11,31.70,32.14,3,0
LQDM,3,15,24.73,100,16.71,24.43,3,0
MEMY,3,100,37.90,6,17.00,21.06,3,0
NMAY,3,100,30.95,100,11.54,29.45,3,0
PRVT,3,100,36.81,100,7.77,18.03,3,0
STBF,3,100,46.63,310,22.38,25.40,3,0
TPAY,3,100,99.07,100,20.90,53.87,3,0
WNDR,3,100,51.71,100,20.93,29.03,3,0
XVUG,3,100,41.96,100,8.86,22.74,3,0
ZSEP,3,100,50.69,100,10.70,27.58,3,0
ABLG,2,100,59.10,100,12.47,32.09,2,0
ABOT,2,100,73.86,100,15.58,39.18,2,0
AOCT,2,100,50.27,100,10.61,27.36,2,0
BAMA,2,100,67.31,100,14.20,36.64,2,0
BBLB,2,100,123.60,100,47.39,80.76,2,0
BLCK,2,100,44.57,100,9.48,24.53,2,0
CARX,2,100,46.84,100,10.06,23.76,2,0
CBOY,2,100,37.52,100,14.26,24.54,2,0
CDNG,2,600,14.25,600,13.24,13.94,2,0
CTJN,2,100,45.79,100,9.66,24.90,2,0
FLAO,2,100,51.97,100,10.97,28.30,2,0
FORH,2,100,45.09,100,9.51,24.50,2,0
IBMV,2,100,34.76,100,17.35,25.38,2,0
ISMF,2,100,30.68,4,25.01,27.85,2,0
JULU,2,100,51.64,100,22.57,32.12,2,0
JULZ,2,100,83.58,100,17.71,45.48,2,0
JUNC,2,100,45.79,100,9.66,24.99,2,0
LCF,2,100,80.86,100,17.06,43.80,2,0
LJAN,2,100,45.34,100,9.58,24.65,2,0
LYLD,2,100,55.90,100,11.80,30.42,2,0
MFUL,2,100,41.19,100,8.69,22.41,2,0
NOVZ,2,100,86.65,100,18.36,47.16,2,0
NXTI,2,100,64.31,100,13.58,35.00,2,0
OCTH,2,100,44.10,100,9.31,23.98,2,0
ODDZ,2,100,48.88,100,10.45,27.64,2,0
ORO,2,100,33.30,100,7.03,18.15,2,0
PJBF,2,100,126.42,100,26.70,68.93,2,0
PLTL,2,100,68.64,338,36.93,37.55,2,0
PSFM,2,100,64.14,100,13.54,34.90,2,0
QTAC,2,100,45.54,100,9.61,24.81,2,0
QVOY,2,100,55.32,100,11.68,30.09,2,0
RIZE,2,100,37.76,100,14.43,24.69,2,0
RMIF,2,100,44.47,310,21.23,24.13,2,0
RMME,2,100,183.93,100,38.79,100.13,2,0
SCMY,2,100,47.26,100,9.97,25.72,2,0
SIXP,2,100,62.15,100,13.12,33.84,2,0
TELG,2,600,13.42,400,12.33,12.73,2,0
TRSY,2,130,32.21,270,28.46,30.12,2,0
TWOX,2,100,44.60,100,16.94,29.12,2,0
USEW,2,100,102.91,3,33.30,56.03,2,0
USLN,2,100,92.49,100,36.75,50.42,2,0
XTOC,2,100,66.62,100,14.16,36.27,2,0
YMAR,2,100,52.93,100,11.17,28.82,2,0
ACGO,1,100,60.79,100,17.89,37.78,1,0
ACLZ,1,100,30.20,100,6.38,17.80,1,0
ACSG,1,100,91.77,100,19.36,48.53,1,0
AJAN,1,100,52.17,1,25.40,28.44,1,0
APRH,1,100,45.86,9,22.01,24.91,1,0
ARCM,1,100,183.93,100,75.24,100.14,1,0
ARKD,1,100,37.96,100,8.01,20.26,1,0
ARMA,1,100,40.20,20,20.72,23.09,1,0
ASMZ,1,100,43.18,1,21.73,22.06,1,0
BAMB,1,100,47.73,310,22.96,26.00,1,0
BAMG,1,100,82.47,100,17.40,44.77,1,0
BAMU,1,100,46.37,310,22.23,25.24,1,0
BAMV,1,100,65.61,100,13.85,35.53,1,0
BAY,1,100,53.69,100,11.33,29.46,1,0
BCKT,1,100,75.41,100,15.92,40.97,1,0
BOXA,1,100,132.79,100,79.47,105.97,1,0
CBOA,1,100,36.86,100,14.10,24.11,1,0
CBTA,1,100,31.40,100,11.93,20.45,1,0
CBTY,1,100,29.95,100,11.42,19.53,1,0
CFIT,1,100,35.54,100,17.85,25.86,1,0
CHYG,1,100,34.33,100,17.08,24.96,1,0
CIEI,1,100,34.44,100,17.15,25.06,1,0
CJUL,1,100,46.24,100,9.76,25.16,1,0
CMCI,1,100,42.69,100,16.46,27.81,1,0
CTJL,1,100,46.28,100,9.77,25.18,1,0
DDFO,1,100,41.35,100,8.73,22.50,1,0
DDTY,1,100,37.22,100,7.86,20.22,1,0
DDXX,1,100,51.67,100,10.90,28.09,1,0
DGJA,1,100,48.38,100,18.53,31.70,1,0
DLNV,1,100,50.47,100,19.16,33.02,1,0
DVVY,1,100,49.51,100,10.45,27.13,1,0
EMDV,1,100,83.32,100,17.58,45.25,1,0
EQLT,1,100,69.97,100,24.75,37.94,1,0
FFDI,1,100,60.76,100,12.82,32.87,1,0
FLDZ,1,100,57.63,100,12.16,31.17,1,0
FPAA,1,100,45.91,100,9.75,24.98,1,0
FPAS,1,100,45.34,310,21.74,24.74,1,0
GLAM,1,100,51.80,100,10.93,28.43,1,0
GLBL,1,100,51.24,100,10.82,27.78,1,0
HBTC,1,100,32.59,100,6.90,17.55,1,0
HJLY,1,100,46.24,100,9.76,25.11,1,0
IDJL,1,100,46.06,100,9.72,25.09,1,0
IMF,1,100,93.89,30,50.00,51.02,1,0
IMTG,1,100,75.15,100,28.70,49.12,1,0
IOSX,1,100,56.19,100,11.85,30.17,1,0
IVVB,1,6,38.00,100,13.61,34.66,1,0
JADB,1,100,47.28,100,9.98,25.77,1,0
JANZ,1,100,75.46,100,15.92,40.92,1,0
JUNZ,1,100,64.91,100,13.70,35.22,1,0
KDEC,1,100,52.25,100,11.03,28.35,1,0
LFAI,1,2,160.00,100,57.77,148.97,1,0
LFAW,1,100,319.29,100,67.34,173.82,1,0
LFDR,1,100,337.00,100,71.08,183.41,1,0
LIAE,1,100,379.49,100,80.04,206.46,1,0
LIAM,1,100,430.89,100,90.87,234.60,1,0
LIAU,1,40,477.27,40,100.65,260.62,1,0
LIBD,1,40,506.97,40,106.92,275.68,1,0
LJUL,1,100,43.83,100,9.25,23.91,1,0
LRNX,1,100,55.21,100,11.83,30.42,1,0
MARU,1,100,54.64,100,11.53,29.63,1,0
MARZ,1,100,67.66,100,14.28,36.69,1,0
MAYU,1,100,62.89,100,13.27,34.11,1,0
MDLV,1,100,57.23,100,12.08,31.14,1,0
MJUN,1,100,59.43,100,12.54,32.20,1,0
MTRA,1,100,50.38,100,10.63,27.38,1,0
OCTJ,1,100,44.02,100,9.30,23.88,1,0
OCTZ,1,100,84.24,100,17.78,45.68,1,0
OWN,1,100,44.76,100,9.44,24.58,1,0
PMFB,1,100,50.12,100,10.58,27.32,1,0
PMJL,1,100,48.98,100,10.40,26.63,1,0
PMMY,1,100,49.20,100,10.38,26.82,1,0
PMOC,1,100,47.86,100,10.10,26.10,1,0
PQXV,1,100,45.96,100,9.70,25.09,1,0
PTNT,1,100,48.30,100,10.20,25.47,1,0
QBKF,1,100,47.88,100,10.10,26.03,1,0
QJN,1,100,45.32,100,9.57,24.76,1,0
QQJL,1,100,46.04,100,9.72,25.10,1,0
QTAP,1,100,67.98,100,20.16,50.94,1,0
RB,1,100,86.11,100,18.17,46.64,1,0
RTAI,1,100,39.69,100,14.46,21.75,1,0
RULE,1,100,58.72,100,12.39,31.45,1,0
SCJN,1,100,46.97,100,9.92,25.65,1,0
SNAV,1,100,71.22,100,15.02,38.68,1,0
SPYA,1,100,55.32,100,11.68,29.74,1,0
STEN,1,100,34.76,100,10.72,27.62,1,0
STYL,1,100,48.11,100,10.28,25.61,1,0
TDEC,1,100,48.13,100,10.16,26.23,1,0
TOAO,1,100,41.31,100,15.77,26.98,1,0
VMAX,1,100,114.95,100,24.25,62.57,1,0
WATS,1,100,46.75,100,9.87,24.34,1,0
WDE,1,100,38.68,100,14.70,25.25,1,0
WX,1,100,44.76,100,9.44,24.36,1,0
XEML,1,100,47.55,100,18.76,25.83,1,0
XLIX,1,100,51.71,100,10.92,28.05,1,0
XPAV,1,100,46.94,100,9.91,24.42,1,0
XSEM,1,100,40.29,100,8.72,20.76,1,0
XTAP,1,100,61.07,100,17.62,45.61,1,0
ACHX,0,100,58.15,100,12.29,0.00,0,0
AIOO,0,100,48.26,100,10.19,0.00,0,0
ALDB,0,100,46.46,100,9.81,0.00,0,0
APRB,0,100,49.44,100,10.44,0.00,0,0
APXM,0,100,58.23,100,12.29,0.00,0,0
ARKE,0,100,36.94,100,7.80,0.00,0,0
ARKI,0,100,41.27,100,8.71,0.00,0,0
ARLI,0,100,48.63,100,10.27,0.00,0,0
AUGM,0,100,64.45,100,13.61,0.00,0,0
AUGP,0,100,60.89,100,12.85,0.00,0,0
AUGT,0,100,70.16,100,14.81,0.00,0,0
AVGC,0,100,46.09,298,24.47,0.00,0,0
BFEW,0,100,39.33,100,8.31,0.00,0,0
BFXU,0,100,42.67,100,9.01,0.00,0,0
BRZX,0,100,43.78,100,9.04,0.00,0,0
BWTG,0,100,78.02,100,16.46,0.00,0,0
CBOL,0,100,35.84,100,13.67,0.00,0,0
CBXL,0,100,30.33,100,11.52,0.00,0,0
CCPX,0,100,36.50,100,7.71,0.00,0,0
CRUC,0,100,41.38,100,8.73,0.00,0,0
DDFJ,0,100,36.33,100,7.67,0.00,0,0
DDTJ,0,100,36.94,100,11.63,0.00,0,0
DDTM,0,100,36.87,100,7.79,0.00,0,0
DDTN,0,100,37.55,100,7.93,0.00,0,0
DDTS,0,100,41.49,35,22.12,0.00,0,0
DECU,0,100,46.17,100,13.74,0.00,0,0
DGAP,0,100,56.04,100,11.82,0.00,0,0
DGOC,0,100,40.11,100,24.84,0.00,0,0
DLFE,0,100,58.39,100,12.32,0.00,0,0
DOCK,0,100,49.86,100,10.52,0.00,0,0
DWWN,0,100,39.34,100,15.02,0.00,0,0
EMJL,0,100,46.12,100,9.73,0.00,0,0
EMXX,0,100,43.63,100,9.21,0.00,0,0
FEBP,0,100,62.73,100,13.23,0.00,0,0
FEBU,0,100,32.55,100,11.54,0.00,0,0
FHIL,0,100,46.23,100,9.75,0.00,0,0
FLJJ,0,100,62.25,100,13.13,0.00,0,0
GDT,0,100,63.68,4,27.72,0.00,0,0
GLX,0,100,35.36,259,19.26,0.00,0,0
GMEC,0,100,47.86,100,10.10,0.00,0,0
GOVM,0,100,45.86,310,21.93,0.00,0,0
HEMI,0,100,76.95,100,16.23,0.00,0,0
HULL,0,100,46.50,100,9.82,0.00,0,0
IBMX,0,100,38.52,100,14.63,0.00,0,0
IONC,0,100,38.03,359,20.15,0.00,0,0
JANM,0,6,36.70,100,13.13,0.00,0,0
JANU,0,100,55.43,100,11.70,0.00,0,0
JUNP,0,100,58.32,100,12.30,0.00,0,0
KAUG,0,100,52.66,100,11.11,0.00,0,0
KEYX,0,1,20.30,317,18.88,0.00,0,0
KFEB,0,100,35.33,100,12.04,0.00,0,0
KNOV,0,100,58.35,100,12.32,0.00,0,0
KSEP,0,100,56.70,100,11.96,0.00,0,0
KYC,0,100,46.95,100,9.99,0.00,0,0
LFAO,0,100,298.96,100,63.05,0.00,0,0
LFBE,0,100,336.82,100,71.04,0.00,0,0
MARW,0,100,66.45,100,14.02,0.00,0,0
MAUG,0,100,59.76,100,12.61,0.00,0,0
MAYC,0,100,47.22,100,9.96,0.00,0,0
MAYP,0,100,59.81,100,12.62,0.00,0,0
MDCR,0,100,59.32,100,12.52,0.00,0,0
MFEB,0,100,60.06,100,12.68,0.00,0,0
MGKX,0,100,41.79,100,8.82,0.00,0,0
MMAR,0,100,59.38,100,12.53,0.00,0,0
MMAY,0,100,60.09,100,12.68,0.00,0,0
MNSX,0,100,48.55,181,26.08,0.00,0,0
MNVR,0,100,59.98,100,12.66,0.00,0,0
MRCP,0,100,63.32,100,13.36,0.00,0,0
MRGR,0,100,83.49,100,17.61,0.00,0,0
MSEP,0,100,59.21,100,12.50,0.00,0,0
NAUG,0,100,39.01,100,17.65,0.00,0,0
NNOV,0,100,57.55,100,12.14,0.00,0,0
NOVM,0,100,62.03,100,13.09,0.00,0,0
NOVP,0,100,59.98,100,12.66,0.00,0,0
NVBU,0,100,56.77,100,11.98,0.00,0,0
NVBW,0,100,47.90,100,13.84,0.00,0,0
NYNY,0,100,49.13,100,10.37,0.00,0,0
OCTP,0,100,59.54,100,12.57,0.00,0,0
OCTU,0,100,33.31,100,11.82,0.00,0,0
ORAC,0,100,43.18,100,17.80,0.00,0,0
PIEL,0,100,45.23,100,17.27,0.00,0,0
PJFM,0,100,125.31,100,26.43,0.00,0,0
PMDE,0,100,47.41,100,10.01,0.00,0,0
PMJA,0,100,50.38,100,10.63,0.00,0,0
PMMR,0,100,49.78,100,10.51,0.00,0,0
PMNV,0,100,47.67,100,10.06,0.00,0,0
PQV,0,100,46.02,100,9.72,0.00,0,0
PQX,0,100,45.97,100,9.70,0.00,0,0
PQXX,0,100,45.93,100,9.70,0.00,0,0
PSCJ,0,100,58.27,100,12.30,0.00,0,0
PSCQ,0,100,57.51,100,12.13,0.00,0,0
PSCW,0,100,55.21,100,11.65,0.00,0,0
PSMD,0,100,63.21,100,13.33,0.00,0,0
PSMJ,0,100,45.48,100,13.33,0.00,0,0
PSMO,0,100,43.18,100,12.65,0.00,0,0
QBIF,0,100,47.95,100,10.13,0.00,0,0
QBIV,0,100,49.14,100,10.37,0.00,0,0
QBKV,0,100,50.54,100,10.67,0.00,0,0
QCJA,0,100,42.85,100,9.04,0.00,0,0
QCJL,0,100,46.06,100,9.72,0.00,0,0
QMAG,0,100,46.53,100,9.82,0.00,0,0
QQMY,0,100,47.23,100,9.97,0.00,0,0
QTJA,0,100,60.35,100,12.79,0.00,0,0
SCUB,0,100,38.28,310,22.06,0.00,0,0
SEPM,0,100,60.35,100,12.74,0.00,0,0
SEPP,0,100,59.86,100,12.64,0.00,0,0
SIXF,0,100,62.81,100,13.26,0.00,0,0
SQLT,0,100,52.63,100,11.11,0.00,0,0
TAJX,0,100,48.66,100,10.27,0.00,0,0
TENM,0,100,49.77,100,10.57,0.00,0,0
TJUN,0,100,41.74,100,8.88,0.00,0,0
TOCT,0,100,49.69,100,10.49,0.00,0,0
TPLX,0,100,54.62,33,29.17,0.00,0,0
TRIO,0,100,119.38,100,25.31,0.00,0,0
TSPX,0,100,54.88,100,11.58,0.00,0,0
USEP,0,100,55.68,100,16.06,0.00,0,0
USX,0,100,44.95,100,9.49,0.00,0,0
UUPP,0,100,46.12,100,9.73,0.00,0,0
UXAP,0,100,79.13,100,16.70,0.00,0,0
UXJA,0,100,70.13,100,14.80,0.00,0,0
UXJL,0,100,67.14,100,14.16,0.00,0,0
VBX,0,100,47.66,100,10.06,0.00,0,0
VOXP,0,100,71.34,100,15.11,0.00,0,0
WEBX,0,100,36.56,100,7.72,0.00,0,0
WR,0,100,45.03,100,9.51,0.00,0,0
XAGI,0,100,38.40,100,8.10,0.00,0,0
XAPR,0,100,69.46,100,14.66,0.00,0,0
XBAP,0,100,56.41,100,16.29,0.00,0,0
XBIX,0,100,71.41,100,15.07,0.00,0,0
XBJA,0,7,34.34,100,13.13,0.00,0,0
XBJL,0,100,53.75,100,15.52,0.00,0,0
XCOM,0,100,35.99,100,7.60,0.00,0,0
XEUR,0,100,47.18,100,9.96,0.00,0,0
XFEB,0,100,68.80,100,14.52,0.00,0,0
XHOA,0,100,47.73,100,10.07,0.00,0,0
XJAN,0,100,70.68,100,14.92,0.00,0,0
XKRE,0,100,53.41,100,11.27,0.00,0,0
XLBX,0,100,45.64,100,9.63,0.00,0,0
XLEX,0,100,38.73,100,8.17,0.00,0,0
XLKX,0,100,39.32,100,8.30,0.00,0,0
XLPX,0,100,48.08,100,10.17,0.00,0,0
XLYX,0,100,44.98,100,9.49,0.00,0,0
XMAY,0,100,66.44,100,14.12,0.00,0,0
XOCT,0,100,72.16,100,29.01,0.00,0,0
XQTM,0,100,41.90,100,11.63,0.00,0,0
XVO,0,100,46.83,100,9.89,0.00,0,0
XW,0,100,44.55,100,9.41,0.00,0,0
YUNG,0,100,53.44,100,11.28,0.00,0,0
