row_number,matched_terms,isin,symbol,name,country,exchange,mic,currency,source_provider,severity
6522,fund,,,BANCROFT FUND LTD,USA,NYSE,,,sec_company_tickers_exchange,review
6666,fund,,,ELLSWORTH GROWTH & INCOME FUND LTD,USA,NYSE,,,sec_company_tickers_exchange,review
6714,fund,,,"SPECIAL OPPORTUNITIES FUND, INC.",USA,NYSE,,,sec_company_tickers_exchange,review
6843,fund,,,COHEN & STEERS QUALITY INCOME REALTY FUND INC,USA,NYSE,,,sec_company_tickers_exchange,review
6853,fund,,,Virtus Convertible & Income Fund,USA,NYSE,,,sec_company_tickers_exchange,review
7017,fund,,,United States Commodity Index Funds Trust,USA,NYSE,,,sec_company_tickers_exchange,review
7035,fund,,,"RIVERNORTH OPPORTUNITIES FUND, INC.",USA,NYSE,,,sec_company_tickers_exchange,review
7037,fund,,,abrdn Income Credit Strategies Fund,USA,NYSE,,,sec_company_tickers_exchange,review
7051,fund,,,Carlyle Credit Income Fund,USA,NYSE,,,sec_company_tickers_exchange,review
7078,fund,,,"Priority Income Fund, Inc.",USA,NYSE,,,sec_company_tickers_exchange,review
7079,fund,,,"Priority Income Fund, Inc.",USA,NYSE,,,sec_company_tickers_exchange,review
7080,fund,,,"Priority Income Fund, Inc.",USA,NYSE,,,sec_company_tickers_exchange,review
7159,fund,,,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",USA,NYSE,,,sec_company_tickers_exchange,review
7160,fund,,,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",USA,NYSE,,,sec_company_tickers_exchange,review
7161,fund,,,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",USA,NYSE,,,sec_company_tickers_exchange,review
7170,right,,,"Brighthouse Financial, Inc.",USA,NASDAQ,,,sec_company_tickers_exchange,review
7171,right,,,"Brighthouse Financial, Inc.",USA,NASDAQ,,,sec_company_tickers_exchange,review
7172,right,,,"Brighthouse Financial, Inc.",USA,NASDAQ,,,sec_company_tickers_exchange,review
7173,right,,,"Brighthouse Financial, Inc.",USA,NASDAQ,,,sec_company_tickers_exchange,review
7174,right,,,"Brighthouse Financial, Inc.",USA,NASDAQ,,,sec_company_tickers_exchange,review
7179,fund,,,HIGHLAND OPPORTUNITIES & INCOME FUND,USA,NYSE,,,sec_company_tickers_exchange,review
7180,fund,,,HIGHLAND OPPORTUNITIES & INCOME FUND,USA,NYSE,,,sec_company_tickers_exchange,review
7337,right;rights,,,"BrightSpring Health Services, Inc.",USA,NASDAQ,,,sec_company_tickers_exchange,review
7376,cdt,,,CDT Equity Inc.,USA,NASDAQ,,,sec_company_tickers_exchange,review
9208,bond;etf,,,iShares EUR Govt Bond 20yr Target Duration UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9209,bond;bonds;etf,,,OSSIAM EURO GOVERNMENT BONDS 7-10Y,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9212,etf,,,iShares USD TIPS UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9213,bond;etf,,,iShares EUR Corp Bond Financials UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9214,etf,,,UBS FTSE 100 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9215,etf,,,UBS FTSE 100 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9216,etf,,,UBS FTSE 100 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9217,etf,,,Amundi Core FTSE 100 Swap UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9218,etf,,,Amundi Core MSCI Europe UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9219,etf,,,Amundi FTSE EPRA NAREIT Global UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9220,bond;etf,,,Amundi Core Euro Government Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9223,bond;etf,,,Amundi Euro Government Bond 0-6 M UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9224,etf,,,Amundi MSCI EMU High Dividend UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9225,etf,,,Amundi MSCI USA Daily (2x) Leveraged UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9226,etf,,,Amundi MSCI India Swap II UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9227,etf,,,Amundi MSCI Pacific Ex Japan SRI Climate Paris Aligned ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9228,etf,,,Amundi Msci Switzerland UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9272,bond;bonds;etf,,,iShares iBonds Dec 2026 Term EUR Italy Govt Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9273,bond;bonds;etf,,,iShares iBonds Dec 2028 Term EUR Italy Govt Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9274,bond;bonds;etf,,,iShares iBonds Dec 2029 Term EUR Corp UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9275,bond;bonds;etf,,,iShares iBonds Dec 2029 Term USD Corp UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9276,bond;bonds;etf,,,iShares iBonds Dec 2029 Term USD Treasury UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9278,etf,,,iShares Nasdaq US Biotechnology UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9279,etf,,,iShares Automation & Robotics UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9280,etf,,,iShares Healthcare Innovation UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9281,etf,,,iShares Digitalisation UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9282,etf,,,iShares S&P 500 Utilities Sector UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9283,etf,,,iShares S&P 500 Materials Sector UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9284,etf,,,iShares S&P 500 Industrials Sector UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9285,etf,,,iShares MSCI World SRI UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9286,etf,,,iShares MSCI World SRI UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9287,bond;etf,,,iShares USD Treasury Bond 1-3yr UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9295,etf,,,Amundi IBEX 35 Doble Inverso Diario -2x UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9300,etf,,,Leverage Shares 2x Netflix ETP,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9312,bond;bonds;etf,,,iShares iBonds Dec 2030 Term USD Corp UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9313,bond;bonds;etf,,,iShares iBonds Dec 2030 Term EUR Corp UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9314,bond;bonds;etf,,,iShares iBonds Dec 2030 Term USD Corp UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9315,bond;bonds;etf,,,iShares iBonds Dec 2032 Term USD Corp UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9317,etf,,,iShares MSCI Europe SRI UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9318,etf,,,iShares IV Public Limited Company - iShares MSCI Japan SRI UCITS ETF USD,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9319,etf,,,iShares MSCI EM SRI UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9320,etf,,,iShares MSCI USA SRI UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9321,bond;etf,,,iShares USD Corp Bond ESG SRI UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9322,etf,,,iShares MSCI World Consumer Discretionary Sector Advanced UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9323,bond;etf,,,iShares USD Corp Bond ESG SRI UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9324,etf,,,iShares MSCI China A UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9359,etf,,,Robeco 3D EUR Enhanced Index Credits UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9366,etf,,,Robeco 3D Global Equity UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9482,bond;etf,,,iShares J.P. Morgan USD EM Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9483,etf,,,iShares MSCI World Consumer Staples Sector Advanced UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9485,etf,,,iShares MSCI USA Swap UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9486,etf,,,iShares MSCI USA Swap UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9499,etf,,,WisdomTree FTSE 100 3x Daily Leveraged,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9500,etf,,,WisdomTree FTSE 100 3x Daily Short,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9514,etf,,,iShares MSCI Brazil UCITS ETF DE,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9515,etf,,,iShares MSCI Brazil UCITS ETF DE,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9516,etf,,,Global X Copper Miners UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9520,etf,,,GLOBAL X DEFENCE TECH UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9524,etf,,,UBS MSCI World Socially Responsible UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9525,etf,,,UBS MSCI USA Socially Responsible UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9526,etf,,,UBS MSCI World Socially Responsible UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9527,etf,,,UBS MSCI USA Socially Responsible UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9528,etf,,,UBS MSCI USA Socially Responsible UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9529,etf,,,UBS S&P 500 Scored & Screened UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9530,etf,,,Amundi S&P 500 Swap UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9531,etf,,,Franklin S&P 500 Paris Aligned Climate UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9532,etf,,,Amundi S&P 500 Swap UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9533,etf,,,SS SPDR S&P 500 Leaders UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9534,etf,,,SS SPDR S&P 500 Leaders UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9535,etf,,,SS SPDR S&P 500 Leaders UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9536,etf,,,SS SPDR S&P 500 Leaders UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9537,etf,,,Amundi S&P 500 Swap UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9538,etf,,,HSBC EURO STOXX 50 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9539,etf,,,Amundi Msci Switzerland UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9540,etf,,,Invesco S&P 500 Scored & Screened UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9541,etf,,,UBS S&P 500 Scored & Screened UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9542,etf,,,UBS S&P 500 Scored & Screened UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9543,etf,,,Invesco S&P 500 Scored & Screened UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9544,etf,,,Invesco S&P 500 Scored & Screened UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9545,etf,,,iShares MSCI World Energy Sector UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9546,etf,,,Global X S&P 500 Annual Buffer UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9547,etf,,,Global X S&P 500 Annual Tail Hedge UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9549,etf,,,Invesco S&P 500 Scored & Screened UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9550,bond;etf,,,iShares USD Corp Bond ESG SRI UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9552,etf,,,SS SPDR STOXX Europe 600 SRI UCIT,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9553,etf,,,SS SPDR STOXX Europe 600 SRI UCIT,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9556,etf;fund,,,Invesco RAFI US Fundamental Value UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9557,etf;fund,,,Invesco RAFI Europe Fundamental Value UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9558,etf,,,Amundi STOXX Europe 600 Consumer Discretionary UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9559,etf,,,Amundi Core S&P 500 Swap UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9564,bond;etf,,,Amundi US Treasury Bond 7-10Y UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9565,etf,,,iShares MSCI EM EX-China UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9569,etf,,,Amundi MSCI Japan SRI Climate Paris Aligned ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9573,etf,,,Global X US Infrastructure Development UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9574,etf,,,BNP Paribas Easy MSCI China Min TE/ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9575,etf,,,BNP Paribas Easy MSCI China Min TE/ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9576,etf,,,BNP PARIBAS EASY II Bloomberg US Treasury 0-1Y UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9580,bond;etf,,,Amundi Core Euro Government Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9581,etf,,,Amundi S&P 500 Swap UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9583,bond;etf,,,Amundi Euro Highest Rated Macro-Weighted Government Bond 1-3Y UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9584,bond;etf,,,Amundi Euro Highest Rated Macro-Weighted Government Bond 3-5Y UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9590,fund,,,Aberdeen Asian Income Fund Ltd,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9596,etf,,,Amundi Msci EM Asia UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9597,etf,,,Amundi Msci EM Asia UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9598,etf,,,Amundi Msci EM Asia UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9599,etf,,,Amundi Msci EM Asia UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9637,bond;etf,,,BNP Paribas Easy ESG Enhanced EUR Corp Bond December 2032 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9641,etf,,,UBS MSCI ACWI SF UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9644,etf,,,Amundi MSCI World Ex EMU UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9652,etf,,,Amundi MSCI Emerging Markets SRI Climate Paris Aligned ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9653,etf,,,Amundi MSCI AC Far East Ex Japan ESG Selection - UCITS ETF DR,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9654,etf,,,SS SPDR MSCI All Country World UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9655,etf,,,SS SPDR MSCI All Country World UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9656,etf,,,SS SPDR MSCI All Country World UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9657,etf,,,UBS MSCI ACWI SF UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9658,etf,,,UBS MSCI ACWI SF UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9659,etf,,,UBS MSCI ACWI SF UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9660,etf,,,UBS MSCI ACWI SF UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9661,etf,,,SS SPDR MSCI All Country World UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9662,etf,,,Amundi MSCI All Country World UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9663,etf,,,Amundi MSCI All Country World UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9664,etf,,,SS SPDR MSCI All Country World UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9665,etf,,,Amundi MSCI All Country World UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9687,etf,,,Amundi Core MSCI Emerging Markets Swap UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9688,etf,,,Amundi MSCI Europe Action UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9693,etf,,,Amundi MSCI Emerging Markets Swap UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9694,etf,,,Amundi MSCI Emerging Markets Swap UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9695,etf,,,Amundi MSCI Emerging Markets Swap UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9697,bond;etf,,,iShares Global Aggregate Bond ESG SRI UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9700,etf,,,Amundi MSCI AC Asia Pacific Ex Japan UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9701,etf,,,Amundi MSCI AC Asia Pacific Ex Japan UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9702,etf,,,Amundi MSCI AC Asia Pacific Ex Japan UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9703,etf,,,Amundi MSCI AC Asia Pacific Ex Japan UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9704,etf,,,Amundi Core MSCI Emerging Markets UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9705,etf,,,Amundi Core MSCI Emerging Markets UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9706,etf,,,Amundi Core MSCI Emerging Markets UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9707,etf,,,Amundi Core MSCI Emerging Markets UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9725,bond;etf,,,Amundi USD Floating Rate Corporate Bond ESG,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9726,bond;etf,,,Amundi USD Floating Rate Corporate Bond ESG UCITS ETF MXN Hedged Acc,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9727,bond;etf,,,Amundi USD Floating Rate Corporate Bond ESG,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9729,etf,,,Amundi Floating Rate Euro Corporate ESG UCITS ETF DR,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9730,etf,,,Amundi Floating Rate Euro Corporate ESG UCITS ETF DR,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9735,bond;etf,,,iShares Core Global Aggregate Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9737,bond;etf,,,iShares Global Aggregate Bond ESG SRI UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9738,bond;etf,,,iShares Core Global Aggregate Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9740,etf,,,Fineco AM Longevity 2040 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9741,etf,,,Fineco AM Longevity 2050 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9742,etf,,,Fineco AM Longevity 2060 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9743,bond;etf,,,Amundi USD Emerging Markets Government Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9744,bond;etf,,,Amundi USD Emerging Markets Government Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9745,etf,,,iShares Ageing Population UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9746,etf,,,iShares Ageing Population UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9747,etf,,,iShares Ageing Population UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9748,bond;etf,,,iShares Global Aggregate Bond ESG SRI UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9751,bond;etf,,,iShares Global Aggregate Bond ESG SRI UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9752,bond;etf,,,iShares Core Global Aggregate Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9753,bond;etf,,,iShares Core Global Aggregate Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9754,bond;etf,,,iShares Core Global Aggregate Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9755,bond;etf,,,iShares Core Global Aggregate Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9756,bond;etf,,,iShares Core Global Aggregate Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9761,bond;etf,,,iShares Core Global Aggregate Bond UCITS ETF SGD Hedged (Acc),,CBOE_EUROPE,,,cboe_europe_reference_data,review
9762,bond;etf,,,iShares Core Global Aggregate Bond UCITS ETF SEK Hedged (Acc),,CBOE_EUROPE,,,cboe_europe_reference_data,review
9763,bond;etf,,,iShares Global Aggregate Bond ESG SRI UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9766,bond;etf,,,iShares Core Global Aggregate Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9767,etf,,,Xtrackers Harvest CSI A500 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9768,etf,,,Xtrackers Harvest CSI A500 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9770,bond;etf,,,Amundi Euro High Yield Bond ESG,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9771,bond;etf,,,Amundi Euro High Yield Bond ESG,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9772,bond;etf,,,Amundi Euro High Yield Bond ESG,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9773,etf,,,Amundi Core MSCI World Swap UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9774,etf,,,Amundi Core MSCI World Swap UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9775,etf,,,Amundi Core MSCI World Swap UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9776,etf,,,Amundi MSCI Japan ESG Broad Transition UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9777,etf,,,iShares AI Adopters & Applications UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9778,etf,,,L&G Artificial Intelligence UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9779,etf,,,L&G Artificial Intelligence UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9780,etf,,,L&G Artificial Intelligence UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9782,fund,,,Ashoka India Equity Investment Trust PLC/Fund,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9783,etf,,,iShares AI Infrastructure UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9799,etf,,,iShares AI Infrastructure UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9800,etf,,,BNP PARIBAS EASY II EUR Credit PAB Opportunities UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9801,etf,,,BNP PARIBAS EASY II USD Credit PAB Opportunities UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9802,etf,,,GLOBAL X ARTIFICIAL INTELLIGENCE UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9809,etf,,,BNP PARIBAS EASY ESG ENHANCED JAPAN UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9810,etf,,,BNP PARIBAS EASY ESG ENHANCED JAPAN UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9811,etf,,,BNP PARIBAS EASY ESG ENHANCED JAPAN UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9814,etf,,,UBS MSCI AC Asia ex Japan SF UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9815,etf,,,UBS MSCI AC Asia ex Japan SF UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9816,fund,,,AVI Japan Opportunity Trust PLC/Fund,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9817,bond;etf,,,Amundi Fixed Maturity 2027 German Bund Government Bond,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9827,etf,,,Global X Clean Water UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9830,etf,,,Amundi Msci EM Latin America UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9831,etf,,,Amundi Msci EM Latin America UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9832,etf,,,Amundi Msci EM Latin America UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9833,etf,,,Amundi Msci EM Latin America UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9834,etf,,,Amundi Msci EM Latin America UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9850,fund,,,Allfunds Group Plc,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9874,bond;etf,,,Amundi Euro Government Bond Highest Rated Investment Grade UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9875,bond;etf,,,Amundi Euro Government Bond Highest Rated Investment Grade UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9877,etf,,,Saturna Al-Kawthar Global Focused Equity UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9883,etf,,,Amundi Msci EM Asia UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9884,etf,,,Amundi MSCI Smart Cities UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9885,etf,,,Amundi MSCI EMU ESG Selection - UCITS ETF DR,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9886,etf,,,Amundi Global Hydrogen UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9887,etf,,,Amundi MSCI Emerging Markets SRI Climate Paris Aligned ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
9888,etf,,,Amundi Msci EM Latin America UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
