row_number,matched_terms,isin,symbol,name,country,exchange,mic,currency,source_provider,severity
10564,etf,,,UBS MSCI Canada UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10568,etf,,,Ossiam Lux-Ossiam Shiller Barclays Cape Europe Sector Value TR,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10571,etf,,,OSSIAM SHILLER BARCLAYS CAPE US SECTOR VALUE TR,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10589,etf,,,Franklin Emerging Markets Sovereign Debt Values UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10590,etf,,,Amundi MSCI World Catholic Principles UCITS ETF Acc,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10591,etf,,,Amundi MSCI World Catholic Principles UCITS ETF Acc,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10593,etf,,,Global X China Electric Vehicle & Battery UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10597,bond;etf,,,Amundi Euro Government Tilted Green Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10598,bond;etf,,,Amundi Euro Government Tilted Green Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10599,bond;etf,,,Amundi Euro Government Tilted Green Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10600,bond;etf,,,Amundi Euro Government Tilted Green Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10603,bond;etf,,,iShares EUR Govt Bond 1-3yr UCITS ETF EUR Acc,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10604,bond;etf,,,iShares EUR Govt Bond 3-7yr UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10605,bond;etf,,,Amundi EUR Corporate Bond ex-Financials ESG UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10606,etf,,,UBS SBI2) 47/64 Corporate ESG ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10607,etf,,,UBS BBG Euro Area Liquid Corp 1-5 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10608,etf,,,First Trust Nasdaq Cybersecurity UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10609,etf,,,UBS BBG Euro Area Liquid Corp 1-5 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10611,etf;fund,,,Amundi USD Fed Funds Rate UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10612,etf,,,Amundi Gold Miners UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10616,etf,,,Amundi Core MSCI Emerging Markets Swap UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10617,etf,,,Amundi MSCI Pacific ESG Broad Transition UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10621,etf,,,First Trust Nasdaq Cybersecurity UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10622,etf,,,UBS BBG MSCI Euro Area Liquid Corp Sustainable UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10623,etf,,,UBS BBG MSCI Euro Area Liquid Corp Sustainable UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10624,etf,,,UBS BBG MSCI Euro Area Liquid Corp Sustainable UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10626,etf,,,UBS BBG MSCI US Liquid Corp Sustainable UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10627,etf,,,UBS BBG MSCI US Liquid Corp Sustainable UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10628,etf,,,UBS BBG MSCI US Liquid Corp Sustainable UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10634,bond;etf,,,iShares USD Treasury Bond 7-10yr UCITS ETF USD Acc,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10635,etf,,,UBS BBG US Liquid Corp 1-5 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10636,bond;etf,,,iShares Broad USD High Yield Corp Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10637,bond;etf,,,iShares USD Treasury Bond 1-3yr UCITS ETF USD Acc B,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10638,etf,,,UBS BBG US Liquid Corp 1-5 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10639,bond;etf,,,iShares USD Treasury Bond 3-7yr UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10640,bond;etf,,,iShares USD Treasury Bond 3-7yr UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10641,etf,,,iShares MSCI USA ESG Enhanced CTB UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10642,bond;etf,,,iShares USD Treasury Bond 3-7yr UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10643,etf,,,iShares MSCI World Health Care Sector Advanced UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10644,bond;etf,,,iShares USD Treasury Bond 3-7yr UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10645,etf,,,iShares MSCI World Small Cap ESG Enhanced CTB UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10646,bond;etf,,,iShares USD Treasury Bond 3-7yr UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10647,etf,,,iShares MSCI World Momentum Factor Advanced UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10648,etf,,,iShares MSCI World Value Factor Advanced UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10649,etf,,,iShares MSCI China Tech UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10650,etf,,,iShares II plc - iShares USD Tips 0-5 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10651,etf,,,iShares S&P 500 Scored and Screened UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10652,etf,,,UBS BBG US Liquid Corp 1-5 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10653,etf,,,UBS BBG US Liquid Corp 1-5 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10654,etf,,,UBS BBG US Liquid Corp 1-5 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10655,etf,,,UBS Core BBG US Liquid Corp UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10656,etf,,,UBS Core BBG US Liquid Corp UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10657,etf,,,UBS Core BBG US Liquid Corp UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10658,etf,,,UBS Core BBG US Liquid Corp UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10659,etf,,,UBS Core BBG US Liquid Corp UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10660,etf,,,iShares Core UK Gilts UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10661,etf,,,iShares Metaverse UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10662,etf,,,iShares Global Infrastructure UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10663,etf,,,Amundi MSCI China Tech UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10664,etf,,,Amundi MSCI China Tech UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10665,etf,,,Amundi MSCI China Tech UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10666,etf,,,Amundi MSCI China Tech UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10667,etf,,,Amundi MSCI China Tech UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10668,bond;etf,,,Amundi EUR Corporate Bond ESG UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10671,etf,,,iShares MSCI Canada UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10672,bond;etf,,,WisdomTree AT1 CoCo Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10674,etf,,,UBS CMCI Composite SF UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10679,etf,,,UBS CMCI Composite SF UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10680,etf,,,UBS CMCI Composite SF UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10681,etf,,,UBS CMCI Composite SF UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10684,etf,,,onemarkets MSCI Europe Universal UCITS ETF EUR,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10685,etf,,,onemarkets MSCI USA Universal UCITS ETF EUR,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10686,etf,,,onemarkets MSCI World Universal UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10687,etf,,,onemarkets MSCI Emerging Markets Universal UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10688,bond;etf,,,onemarkets MSCI Euro Government Bond 1M - 1Y UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10689,bond;etf,,,onemarkets MSCI Euro IG Universal Corporate Bond UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10692,etf,,,UBS CMCI Composite SF UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10693,etf,,,UBS CMCI Composite SF UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10694,etf,,,UBS CMCI ex-Agriculture SF UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10695,etf,,,Amundi Core EURO STOXX 50 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10696,etf,,,Amundi MSCI EMU High Dividend UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10697,etf,,,Amundi MSCI Europe High Dividend Factor UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10699,etf,,,SS SPDR MSCI Europe Consumer Discretionary UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10703,bond;etf,,,iShares EUR Govt Bond 7-10yr UCITS ETF EUR Acc,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10704,etf,,,Amundi Core MSCI Europe UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10705,bond;etf,,,iShares EUR Govt Bond 1-3yr UCITS ETF EUR Acc,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10706,etf,,,Amundi MSCI World EX Europe UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10707,etf,,,Amundi MSCI World EX Europe UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
10708,etf,,,iShares plc - iShares Core FTSE 100 UCITS ETF,,CBOE_EUROPE,,,cboe_europe_reference_data,review
