row_number,ticker,exchange,source_provider,changed_field_count,metadata_backfill_status,original_country,proposed_country,country_rule_id,original_mic,proposed_mic,mic_rule_id,original_currency,proposed_currency,currency_rule_id,original_asset_type,proposed_asset_type,asset_type_rule_id,original_instrument_type,proposed_instrument_type,instrument_type_rule_id,original_instrument_scope,proposed_instrument_scope,instrument_scope_rule_id
9152,XIDE,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9153,XIJN,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9154,XIMR,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9155,XISE,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9156,XJAN,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9157,XJH,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9158,XJR,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9159,XJUL,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9160,XJUN,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9161,XMAR,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9162,XMAY,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9163,XMPT,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9164,XNOV,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9165,XOCT,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9166,XOEX,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9167,XRPK,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9168,XRPM,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9169,XRPR,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9170,XSEP,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9171,XSHD,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9172,XSHQ,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9173,XTAP,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9174,XTJA,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9175,XTJL,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9176,XTOC,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9177,XUSP,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9178,XVOL,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9179,XVV,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9180,YBTC,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9181,YDEC,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9182,YETH,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9183,YJUN,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9184,YMAR,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9185,YSEP,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9186,ZALT,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9187,ZAPR,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9188,ZAUG,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9189,ZDEK,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9190,ZECP,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9191,ZFEB,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9192,ZJAN,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9193,ZJUL,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9194,ZJUN,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9195,ZMAR,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9196,ZMAY,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9197,ZNOV,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9198,ZOCT,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9199,ZSEP,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9200,ZVOL,CBOE,cboe_listed_symbols,2,DRY_RUN_DERIVED,USA,USA,,,BATS,GEO_CBOE_US_MIC_001,,USD,GEO_CBOE_US_CCY_001,,,,UNKNOWN_PENDING_CLASSIFICATION,UNKNOWN_PENDING_CLASSIFICATION,,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,CANDIDATE_PROVIDER_ROW_PENDING_POST_REBUILD_VALIDATION,
9201,00XJd,CBOE_EUROPE,cboe_europe_reference_data,2,DRY_RUN_DERIVED,,,,,,,,,,,certificate_structured,TAX_CBOEEU_ETC_ASSET_001,ETC,ETC,,,exchange_traded_commodity,TAX_CBOEEU_ETC_SCOPE_001
9202,00XMd,CBOE_EUROPE,cboe_europe_reference_data,2,DRY_RUN_DERIVED,,,,,,,,,,,certificate_structured,TAX_CBOEEU_ETC_ASSET_001,ETC,ETC,,,exchange_traded_commodity,TAX_CBOEEU_ETC_SCOPE_001
9203,00XPd,CBOE_EUROPE,cboe_europe_reference_data,2,DRY_RUN_DERIVED,,,,,,,,,,,certificate_structured,TAX_CBOEEU_ETC_ASSET_001,ETC,ETC,,,exchange_traded_commodity,TAX_CBOEEU_ETC_SCOPE_001
9204,00XRd,CBOE_EUROPE,cboe_europe_reference_data,2,DRY_RUN_DERIVED,,,,,,,,,,,certificate_structured,TAX_CBOEEU_ETC_ASSET_001,ETC,ETC,,,exchange_traded_commodity,TAX_CBOEEU_ETC_SCOPE_001
9205,00XSd,CBOE_EUROPE,cboe_europe_reference_data,2,DRY_RUN_DERIVED,,,,,,,,,,,certificate_structured,TAX_CBOEEU_ETC_ASSET_001,ETC,ETC,,,exchange_traded_commodity,TAX_CBOEEU_ETC_SCOPE_001
9206,00XTd,CBOE_EUROPE,cboe_europe_reference_data,2,DRY_RUN_DERIVED,,,,,,,,,,,certificate_structured,TAX_CBOEEU_ETC_ASSET_001,ETC,ETC,,,exchange_traded_commodity,TAX_CBOEEU_ETC_SCOPE_001
9207,020Yl,CBOE_EUROPE,cboe_europe_reference_data,2,DRY_RUN_DERIVED,,,,,,,,,,,etf,TAX_CBOEEU_ETF_ASSET_001,ETF,ETF,,,exchange_traded_fund,TAX_CBOEEU_ETF_SCOPE_001
9208,0G71d,CBOE_EUROPE,cboe_europe_reference_data,2,DRY_RUN_DERIVED,,,,,,,,,,,etf,TAX_CBOEEU_ETF_ASSET_001,ETF,ETF,,,exchange_traded_fund,TAX_CBOEEU_ETF_SCOPE_001
9209,0LJId,CBOE_EUROPE,cboe_europe_reference_data,2,DRY_RUN_DERIVED,,,,,,,,,,,fixed_income,TAX_CBOEEU_ETN_ASSET_001,ETN,ETN,,,exchange_traded_note,TAX_CBOEEU_ETN_SCOPE_001
9210,0QFd,CBOE_EUROPE,cboe_europe_reference_data,0,NO_DETERMINISTIC_CHANGE,,,,,,,,,,,,,EQTY,EQTY,,,,
9211,0TPEl,CBOE_EUROPE,cboe_europe_reference_data,2,DRY_RUN_DERIVED,,,,,,,,,,,etf,TAX_CBOEEU_ETF_ASSET_001,ETF,ETF,,,exchange_traded_fund,TAX_CBOEEU_ETF_SCOPE_001
9212,0UCFl,CBOE_EUROPE,cboe_europe_reference_data,2,DRY_RUN_DERIVED,,,,,,,,,,,etf,TAX_CBOEEU_ETF_ASSET_001,ETF,ETF,,,exchange_traded_fund,TAX_CBOEEU_ETF_SCOPE_001
9213,100EUm,CBOE_EUROPE,cboe_europe_reference_data,2,DRY_RUN_DERIVED,,,,,,,,,,,etf,TAX_CBOEEU_ETF_ASSET_001,ETF,ETF,,,exchange_traded_fund,TAX_CBOEEU_ETF_SCOPE_001
9214,100GPz,CBOE_EUROPE,cboe_europe_reference_data,2,DRY_RUN_DERIVED,,,,,,,,,,,etf,TAX_CBOEEU_ETF_ASSET_001,ETF,ETF,,,exchange_traded_fund,TAX_CBOEEU_ETF_SCOPE_001
9215,100GZz,CBOE_EUROPE,cboe_europe_reference_data,2,DRY_RUN_DERIVED,,,,,,,,,,,etf,TAX_CBOEEU_ETF_ASSET_001,ETF,ETF,,,exchange_traded_fund,TAX_CBOEEU_ETF_SCOPE_001
9216,100Hp,CBOE_EUROPE,cboe_europe_reference_data,2,DRY_RUN_DERIVED,,,,,,,,,,,etf,TAX_CBOEEU_ETF_ASSET_001,ETF,ETF,,,exchange_traded_fund,TAX_CBOEEU_ETF_SCOPE_001
9217,10AId,CBOE_EUROPE,cboe_europe_reference_data,2,DRY_RUN_DERIVED,,,,,,,,,,,etf,TAX_CBOEEU_ETF_ASSET_001,ETF,ETF,,,exchange_traded_fund,TAX_CBOEEU_ETF_SCOPE_001
9218,10AJd,CBOE_EUROPE,cboe_europe_reference_data,2,DRY_RUN_DERIVED,,,,,,,,,,,etf,TAX_CBOEEU_ETF_ASSET_001,ETF,ETF,,,exchange_traded_fund,TAX_CBOEEU_ETF_SCOPE_001
9219,10ALd,CBOE_EUROPE,cboe_europe_reference_data,2,DRY_RUN_DERIVED,,,,,,,,,,,etf,TAX_CBOEEU_ETF_ASSET_001,ETF,ETF,,,exchange_traded_fund,TAX_CBOEEU_ETF_SCOPE_001
9220,11Bw,CBOE_EUROPE,cboe_europe_reference_data,0,NO_DETERMINISTIC_CHANGE,,,,,,,,,,,,,EQTY,EQTY,,,,
9221,12DAd,CBOE_EUROPE,cboe_europe_reference_data,0,NO_DETERMINISTIC_CHANGE,,,,,,,,,,,,,EQTY,EQTY,,,,
9222,18M1d,CBOE_EUROPE,cboe_europe_reference_data,2,DRY_RUN_DERIVED,,,,,,,,,,,etf,TAX_CBOEEU_ETF_ASSET_001,ETF,ETF,,,exchange_traded_fund,TAX_CBOEEU_ETF_SCOPE_001
9223,18M2d,CBOE_EUROPE,cboe_europe_reference_data,2,DRY_RUN_DERIVED,,,,,,,,,,,etf,TAX_CBOEEU_ETF_ASSET_001,ETF,ETF,,,exchange_traded_fund,TAX_CBOEEU_ETF_SCOPE_001
9224,18MFd,CBOE_EUROPE,cboe_europe_reference_data,2,DRY_RUN_DERIVED,,,,,,,,,,,etf,TAX_CBOEEU_ETF_ASSET_001,ETF,ETF,,,exchange_traded_fund,TAX_CBOEEU_ETF_SCOPE_001
