row_number,ticker,exchange,source_provider,changed_field_count,metadata_backfill_status,original_country,proposed_country,country_rule_id,original_mic,proposed_mic,mic_rule_id,original_currency,proposed_currency,currency_rule_id,original_asset_type,proposed_asset_type,asset_type_rule_id,original_instrument_type,proposed_instrument_type,instrument_type_rule_id,original_instrument_scope,proposed_instrument_scope,instrument_scope_rule_id
85,AFRM,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
86,AFYA,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
87,AGCC,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
88,AGEN,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
89,AGIO,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
90,AGMB,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,adr_equity,TAX_NASDAQ_ADR_001,ADR,ADR,,IN_SCOPE_ADR,IN_SCOPE_ADR,
91,AGMH,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
92,AGNC,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
93,AGNT,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
94,AGPU,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
95,AGRZ,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
96,AGYS,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
97,AHCO,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
98,AHMA,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
99,AIAI,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
100,AIBZ,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
101,AIDX,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
102,AIFA,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
103,AIFC,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
104,AIFF,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
105,AIFU,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
106,AIHS,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
107,AIIO,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
108,AIIR,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
109,AIMD,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
110,AIOS,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
111,AIOT,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
112,AIP,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
113,AIRE,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
114,AIRG,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
115,AIRJ,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
116,AIRO,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
117,AIRS,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
118,AIRT,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
119,AISP,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
120,AIXC,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
121,AKAM,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
122,AKAN,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
123,AKBA,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
124,AKTS,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
125,ALAB,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
126,ALBT,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
127,ALCO,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
128,ALDF,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
129,ALDX,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
130,ALEC,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
131,ALF,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
132,ALGM,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
133,ALGN,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
134,ALGS,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
135,ALGT,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
136,ALHC,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
137,ALIS,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
138,ALKS,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
139,ALKT,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
140,ALLO,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
141,ALLR,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
142,ALLT,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
143,ALM,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
144,ALMR,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
145,ALMS,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
146,ALMU,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
147,ALNT,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
148,ALNY,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
149,ALOT,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
150,ALOV,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
151,ALOY,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
152,ALP,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
153,ALPS,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
154,ALRM,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
155,ALRS,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
156,ALT,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
157,ALTI,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
158,ALTO,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
159,ALVO,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
160,ALXO,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
161,ALZN,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
162,AMAL,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
163,AMAN,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
164,AMAT,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
165,AMBA,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
166,AMCI,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
167,AMCX,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
168,AMD,NASDAQ,nasdaq_trader_nasdaqlisted,3,DRY_RUN_DERIVED,USA,USA,,,XNAS,GEO_NASDAQ_MIC_001,,USD,GEO_NASDAQ_CCY_001,,common_equity,TAX_NASDAQ_COMMON_001,COMMON_STOCK,COMMON_STOCK,,IN_SCOPE,IN_SCOPE,
